date,PRCP,TMEAN,rainfall,prerain,prcp_event,total_rain,year,days_since_rain,inv_days_since_rain
1925-01-01,2.5,-5.3,not rainy,FALSE,0,2.5,1925,1,2.5
1925-01-02,0,-8.1,not rainy,FALSE,0,2.5,1925,2,1.25
1925-01-03,0,-9.75,not rainy,FALSE,0,2.5,1925,3,0.8333333333333334
1925-01-04,0,-5.25,not rainy,FALSE,0,2.5,1925,4,0.625
1925-01-05,0,-8.899999999999999,not rainy,FALSE,0,2.5,1925,5,0.5
1925-01-06,0,NA,not rainy,FALSE,0,2.5,1925,6,0.4166666666666667
1925-01-07,0,NA,not rainy,FALSE,0,2.5,1925,7,0.35714285714285715
1925-01-08,0,NA,not rainy,FALSE,0,2.5,1925,8,0.3125
1925-01-09,0,NA,not rainy,FALSE,0,2.5,1925,9,0.2777777777777778
1925-01-10,0,-20.25,not rainy,FALSE,0,2.5,1925,10,0.25
1925-01-11,0,NA,not rainy,FALSE,0,2.5,1925,11,0.22727272727272727
1925-01-12,5.8,-13.35,not rainy,FALSE,0,8.3,1925,12,0.6916666666666668
1925-01-13,0,-7.8,not rainy,FALSE,0,8.3,1925,13,0.6384615384615385
1925-01-14,3.8,-6.699999999999999,not rainy,FALSE,0,12.100000000000001,1925,14,0.8642857142857144
1925-01-15,0,NA,not rainy,FALSE,0,12.100000000000001,1925,15,0.8066666666666668
1925-01-16,0,-8.6,not rainy,FALSE,0,12.100000000000001,1925,16,0.7562500000000001
1925-01-17,0,-7.25,not rainy,FALSE,0,12.100000000000001,1925,17,0.7117647058823531
1925-01-18,0,-4.449999999999999,not rainy,FALSE,0,12.100000000000001,1925,18,0.6722222222222223
1925-01-19,0,-4.449999999999999,not rainy,FALSE,0,12.100000000000001,1925,19,0.636842105263158
1925-01-20,0,-3.35,not rainy,FALSE,0,12.100000000000001,1925,20,0.6050000000000001
1925-01-21,0,-1.9000000000000004,not rainy,FALSE,0,12.100000000000001,1925,21,0.5761904761904763
1925-01-22,0,-1.6500000000000004,not rainy,FALSE,0,12.100000000000001,1925,22,0.55
1925-01-23,0,-2.8,not rainy,FALSE,0,12.100000000000001,1925,23,0.5260869565217392
1925-01-24,4.1,-0.25,not rainy,FALSE,0,16.200000000000003,1925,24,0.6750000000000002
1925-01-25,0,-5.85,not rainy,FALSE,0,16.200000000000003,1925,25,0.6480000000000001
1925-01-26,0,-5,not rainy,FALSE,0,16.200000000000003,1925,26,0.6230769230769232
1925-01-27,0,-5.3,not rainy,FALSE,0,16.200000000000003,1925,27,0.6000000000000001
1925-01-28,0,-5.8500000000000005,not rainy,FALSE,0,16.200000000000003,1925,28,0.5785714285714286
1925-01-29,0,-2.75,not rainy,FALSE,0,16.200000000000003,1925,29,0.5586206896551725
1925-01-30,0,0.5499999999999998,not rainy,FALSE,0,16.200000000000003,1925,30,0.5400000000000001
1925-01-31,0,-2.5,not rainy,FALSE,0,16.200000000000003,1925,31,0.5225806451612904
1925-02-01,0,-2.5,not rainy,FALSE,0,16.200000000000003,1925,32,0.5062500000000001
1925-02-02,7.6,-1.1,not rainy,FALSE,0,23.800000000000004,1925,33,0.7212121212121213
1925-02-03,2,2.8,not rainy,FALSE,0,25.800000000000004,1925,34,0.7588235294117648
1925-02-04,4.3,0.55,not rainy,FALSE,0,30.100000000000005,1925,35,0.8600000000000001
1925-02-05,6.6,1.15,not rainy,FALSE,0,36.7,1925,36,1.0194444444444446
1925-02-06,0,-0.8000000000000003,not rainy,FALSE,0,36.7,1925,37,0.991891891891892
1925-02-07,0,-1.4,not rainy,FALSE,0,36.7,1925,38,0.9657894736842106
1925-02-08,3.3,-3.0500000000000003,not rainy,FALSE,0,40,1925,39,1.0256410256410255
1925-02-09,0,-4.7,not rainy,FALSE,0,40,1925,40,1
1925-02-10,0,-6.65,not rainy,FALSE,0,40,1925,41,0.975609756097561
1925-02-11,0,-5.8500000000000005,not rainy,FALSE,0,40,1925,42,0.9523809523809523
1925-02-12,0,-3.05,not rainy,FALSE,0,40,1925,43,0.9302325581395349
1925-02-13,0,0,not rainy,FALSE,0,40,1925,44,0.9090909090909091
1925-02-14,0,-0.5500000000000003,not rainy,FALSE,0,40,1925,45,0.8888888888888888
1925-02-15,0,-3.3500000000000005,not rainy,FALSE,0,40,1925,46,0.8695652173913043
1925-02-16,0,-3.8999999999999995,not rainy,FALSE,0,40,1925,47,0.851063829787234
1925-02-17,0,0,not rainy,FALSE,0,40,1925,48,0.8333333333333334
1925-02-18,0,-1.1,not rainy,FALSE,0,40,1925,49,0.8163265306122449
1925-02-19,0,1.0999999999999996,not rainy,FALSE,0,40,1925,50,0.8
1925-02-20,0,1.65,not rainy,FALSE,0,40,1925,51,0.7843137254901961
1925-02-21,4.3,-1.9500000000000002,not rainy,FALSE,0,44.3,1925,52,0.8519230769230769
1925-02-22,0,-1.65,not rainy,FALSE,0,44.3,1925,53,0.8358490566037735
1925-02-23,1.3,-5,not rainy,FALSE,0,45.599999999999994,1925,54,0.8444444444444443
1925-02-24,0,-1.65,not rainy,FALSE,0,45.599999999999994,1925,55,0.829090909090909
1925-02-25,0,-1.6999999999999997,not rainy,FALSE,0,45.599999999999994,1925,56,0.8142857142857142
1925-02-26,0,0.2999999999999998,not rainy,FALSE,0,45.599999999999994,1925,57,0.7999999999999999
1925-02-27,0,-0.25000000000000044,not rainy,FALSE,0,45.599999999999994,1925,58,0.786206896551724
1925-02-28,0,-3.0500000000000003,not rainy,FALSE,0,45.599999999999994,1925,59,0.7728813559322033
1925-03-01,0,-2.2,not rainy,FALSE,0,45.599999999999994,1925,60,0.7599999999999999
1925-03-02,0,0,not rainy,FALSE,0,45.599999999999994,1925,61,0.7475409836065573
1925-03-03,0,0.8500000000000001,not rainy,FALSE,0,45.599999999999994,1925,62,0.7354838709677418
1925-03-04,0,1.4,not rainy,FALSE,0,45.599999999999994,1925,63,0.7238095238095237
1925-03-05,0,2.8000000000000003,not rainy,FALSE,0,45.599999999999994,1925,64,0.7124999999999999
1925-03-06,5.1,0.8500000000000001,not rainy,FALSE,0,50.699999999999996,1925,65,0.7799999999999999
1925-03-07,0,-1.4,not rainy,FALSE,0,50.699999999999996,1925,66,0.7681818181818181
1925-03-08,0,2.2499999999999996,not rainy,FALSE,0,50.699999999999996,1925,67,0.7567164179104477
1925-03-09,0,-2.75,not rainy,FALSE,0,50.699999999999996,1925,68,0.7455882352941176
1925-03-10,0,-11.95,not rainy,FALSE,0,50.699999999999996,1925,69,0.7347826086956522
1925-03-11,0,-1.9500000000000002,not rainy,FALSE,0,50.699999999999996,1925,70,0.7242857142857142
1925-03-12,0,-2.5,not rainy,FALSE,0,50.699999999999996,1925,71,0.7140845070422535
1925-03-13,0,-1.9500000000000002,not rainy,FALSE,0,50.699999999999996,1925,72,0.7041666666666666
1925-03-14,0,0,not rainy,FALSE,0,50.699999999999996,1925,73,0.6945205479452055
1925-03-15,0,-0.8500000000000001,not rainy,FALSE,0,50.699999999999996,1925,74,0.6851351351351351
1925-03-16,0,2.25,not rainy,FALSE,0,50.699999999999996,1925,75,0.6759999999999999
1925-03-17,0,-0.8499999999999996,not rainy,FALSE,0,50.699999999999996,1925,76,0.6671052631578946
1925-03-18,0,-1.4,not rainy,FALSE,0,50.699999999999996,1925,77,0.6584415584415584
1925-03-19,0,1.1,not rainy,FALSE,0,50.699999999999996,1925,78,0.6499999999999999
1925-03-20,0,0.8500000000000001,not rainy,FALSE,0,50.699999999999996,1925,79,0.6417721518987342
1925-03-21,0,1.95,not rainy,FALSE,0,50.699999999999996,1925,80,0.6337499999999999
1925-03-22,0,3.6,not rainy,FALSE,0,50.699999999999996,1925,81,0.6259259259259259
1925-03-23,0,-0.25,not rainy,FALSE,0,50.699999999999996,1925,82,0.6182926829268293
1925-03-24,0,1.9500000000000002,not rainy,FALSE,0,50.699999999999996,1925,83,0.6108433734939759
1925-03-25,0,0.7999999999999998,not rainy,FALSE,0,50.699999999999996,1925,84,0.6035714285714285
1925-03-26,0,-1.6500000000000004,not rainy,FALSE,0,50.699999999999996,1925,85,0.5964705882352941
1925-03-27,0,5,not rainy,TRUE,1,0,1925,1,0
1925-03-28,8.9,5.3,rainy,FALSE,1,8.9,1925,2,4.45
1925-03-29,21.6,5.85,rainy,FALSE,1,30.5,1925,3,10.166666666666666
1925-03-30,0,-0.5500000000000003,not rainy,FALSE,1,30.5,1925,4,7.625
1925-03-31,0,4.45,not rainy,FALSE,1,30.5,1925,5,6.1
1925-04-01,0,5.550000000000001,not rainy,FALSE,1,30.5,1925,6,5.083333333333333
1925-04-02,0,5.550000000000001,not rainy,FALSE,1,30.5,1925,7,4.357142857142857
1925-04-03,0,8.350000000000001,not rainy,FALSE,1,30.5,1925,8,3.8125
1925-04-04,0,9.75,not rainy,TRUE,2,0,1925,1,0
1925-04-05,16.5,5.550000000000001,rainy,FALSE,2,16.5,1925,2,8.25
1925-04-06,0,1.4,not rainy,FALSE,2,16.5,1925,3,5.5
1925-04-07,0,5.550000000000001,not rainy,FALSE,2,16.5,1925,4,4.125
1925-04-08,0,8.6,not rainy,FALSE,2,16.5,1925,5,3.3
1925-04-09,0,10,not rainy,FALSE,2,16.5,1925,6,2.75
1925-04-10,0,11.15,not rainy,FALSE,2,16.5,1925,7,2.357142857142857
1925-04-11,0,12.200000000000001,not rainy,FALSE,2,16.5,1925,8,2.0625
1925-04-12,0,8.9,not rainy,FALSE,2,16.5,1925,9,1.8333333333333333
1925-04-13,0,8.3,not rainy,FALSE,2,16.5,1925,10,1.65
1925-04-14,0,10.3,not rainy,FALSE,2,16.5,1925,11,1.5
1925-04-15,0,10.549999999999999,not rainy,FALSE,2,16.5,1925,12,1.375
1925-04-16,0,12.5,not rainy,TRUE,3,0,1925,1,0
1925-04-17,5.1,5.550000000000001,rainy,FALSE,3,5.1,1925,2,2.55
1925-04-18,0,6.1,rainy,FALSE,3,5.1,1925,3,1.7
1925-04-19,0,2.7499999999999996,not rainy,TRUE,4,0,1925,1,0
1925-04-20,2.3,4.75,rainy,FALSE,4,2.3,1925,2,1.15
1925-04-21,7.4,2.5,not rainy,FALSE,4,9.7,1925,3,3.233333333333333
1925-04-22,11.4,0,not rainy,FALSE,4,21.1,1925,4,5.275
1925-04-23,0.5,-0.5500000000000003,not rainy,FALSE,4,21.6,1925,5,4.32
1925-04-24,0,2.2,not rainy,FALSE,4,21.6,1925,6,3.6
1925-04-25,0,2.5,not rainy,FALSE,4,21.6,1925,7,3.085714285714286
1925-04-26,0,6.15,not rainy,FALSE,4,21.6,1925,8,2.7
1925-04-27,0,4.700000000000001,not rainy,FALSE,4,21.6,1925,9,2.4000000000000004
1925-04-28,0,5.3,not rainy,FALSE,4,21.6,1925,10,2.16
1925-04-29,0,9.7,not rainy,FALSE,4,21.6,1925,11,1.9636363636363638
1925-04-30,0,11.95,not rainy,FALSE,4,21.6,1925,12,1.8
1925-05-01,0,12.25,not rainy,FALSE,4,21.6,1925,13,1.6615384615384616
1925-05-02,0,12.2,not rainy,FALSE,4,21.6,1925,14,1.542857142857143
1925-05-03,0,6.699999999999999,not rainy,FALSE,4,21.6,1925,15,1.4400000000000002
1925-05-04,0,13.3,not rainy,FALSE,4,21.6,1925,16,1.35
1925-05-05,0,14.7,not rainy,FALSE,4,21.6,1925,17,1.2705882352941178
1925-05-06,0,13.600000000000001,not rainy,TRUE,5,0,1925,1,0
1925-05-07,5.6,8.350000000000001,rainy,FALSE,5,5.6,1925,2,2.8
1925-05-08,0,9.45,rainy,FALSE,5,5.6,1925,3,1.8666666666666665
1925-05-09,0,11.15,not rainy,FALSE,5,5.6,1925,4,1.4
1925-05-10,0,13.600000000000001,not rainy,TRUE,6,0,1925,1,0
1925-05-11,13.2,9.75,rainy,FALSE,6,13.2,1925,2,6.6
1925-05-12,0,9.700000000000001,rainy,FALSE,6,13.2,1925,3,4.3999999999999995
1925-05-13,0,13.600000000000001,not rainy,TRUE,7,0,1925,1,0
1925-05-14,3,12.25,rainy,FALSE,7,3,1925,2,1.5
1925-05-15,0,12.5,rainy,FALSE,7,3,1925,3,1
1925-05-16,0,13.9,not rainy,TRUE,8,0,1925,1,0
1925-05-17,3.8,13.899999999999999,rainy,FALSE,8,3.8,1925,2,1.9
1925-05-18,0,16.1,rainy,FALSE,8,3.8,1925,3,1.2666666666666666
1925-05-19,NA,NA,not rainy,FALSE,8,3.8,1925,4,0.95
1925-05-20,NA,NA,not rainy,FALSE,8,3.8,1925,5,0.76
1925-05-21,NA,NA,not rainy,FALSE,8,3.8,1925,6,0.6333333333333333
1925-05-22,NA,NA,not rainy,FALSE,8,3.8,1925,7,0.5428571428571428
1925-05-23,0,12.5,not rainy,FALSE,8,3.8,1925,8,0.475
1925-05-24,0,14.45,not rainy,TRUE,9,0,1925,1,0
1925-05-25,3.3,13.05,rainy,FALSE,9,3.3,1925,2,1.65
1925-05-26,2,14.45,rainy,FALSE,9,5.3,1925,3,1.7666666666666666
1925-05-27,0,14.149999999999999,rainy,FALSE,9,5.3,1925,4,1.325
1925-05-28,0,16.95,not rainy,FALSE,9,5.3,1925,5,1.06
1925-05-29,0,17.8,not rainy,FALSE,9,5.3,1925,6,0.8833333333333333
1925-05-30,0,10.85,not rainy,TRUE,10,0,1925,1,0
1925-05-31,1,14.15,rainy,FALSE,10,1,1925,2,0.5
1925-06-01,9.7,12.2,rainy,FALSE,10,10.7,1925,3,3.5666666666666664
1925-06-02,4.1,9.75,rainy,FALSE,10,14.799999999999999,1925,4,3.6999999999999997
1925-06-03,1,9.2,rainy,FALSE,10,15.799999999999999,1925,5,3.1599999999999997
1925-06-04,5.6,9.45,rainy,FALSE,10,21.4,1925,6,3.5666666666666664
1925-06-05,6.1,8.1,rainy,FALSE,10,27.5,1925,7,3.9285714285714284
1925-06-06,0,8.65,rainy,FALSE,10,27.5,1925,8,3.4375
1925-06-07,0,NA,not rainy,FALSE,10,27.5,1925,9,3.0555555555555554
1925-06-08,0,NA,not rainy,FALSE,10,27.5,1925,10,2.75
1925-06-09,0,13.3,not rainy,FALSE,10,27.5,1925,11,2.5
1925-06-10,0,9.149999999999999,not rainy,FALSE,10,27.5,1925,12,2.2916666666666665
1925-06-11,0,11.950000000000001,not rainy,FALSE,10,27.5,1925,13,2.1153846153846154
1925-06-12,0,11.4,not rainy,FALSE,10,27.5,1925,14,1.9642857142857142
1925-06-13,0,10.85,not rainy,FALSE,10,27.5,1925,15,1.8333333333333333
1925-06-14,0,11.4,not rainy,TRUE,11,0,1925,1,0
1925-06-15,0.8,11.7,rainy,FALSE,11,0.8,1925,2,0.4
1925-06-16,7.1,8.9,rainy,FALSE,11,7.8999999999999995,1925,3,2.6333333333333333
1925-06-17,3,11.65,rainy,FALSE,11,10.899999999999999,1925,4,2.7249999999999996
1925-06-18,0,11.65,rainy,FALSE,11,10.899999999999999,1925,5,2.1799999999999997
1925-06-19,0,11.95,not rainy,FALSE,11,10.899999999999999,1925,6,1.8166666666666664
1925-06-20,0,16.9,not rainy,TRUE,12,0,1925,1,0
1925-06-21,3.8,15,rainy,FALSE,12,3.8,1925,2,1.9
1925-06-22,0,18.3,rainy,FALSE,12,3.8,1925,3,1.2666666666666666
1925-06-23,0,18.900000000000002,not rainy,FALSE,12,3.8,1925,4,0.95
1925-06-24,0,21.95,not rainy,FALSE,12,3.8,1925,5,0.76
1925-06-25,0,20.55,not rainy,FALSE,12,3.8,1925,6,0.6333333333333333
1925-06-26,0,17.75,not rainy,FALSE,12,3.8,1925,7,0.5428571428571428
1925-06-27,0,19.700000000000003,not rainy,FALSE,12,3.8,1925,8,0.475
1925-06-28,0,21.1,not rainy,TRUE,13,0,1925,1,0
1925-06-29,5.8,16.349999999999998,rainy,FALSE,13,5.8,1925,2,2.9
1925-06-30,2.8,19.75,rainy,FALSE,13,8.6,1925,3,2.8666666666666667
1925-07-01,5.1,17.5,rainy,FALSE,13,13.7,1925,4,3.425
1925-07-02,0,15,rainy,FALSE,13,13.7,1925,5,2.7399999999999998
1925-07-03,0,18.3,not rainy,FALSE,13,13.7,1925,6,2.283333333333333
1925-07-04,0,15.55,not rainy,TRUE,14,0,1925,1,0
1925-07-05,5.8,19.150000000000002,rainy,FALSE,14,5.8,1925,2,2.9
1925-07-06,1.3,20,rainy,FALSE,14,7.1,1925,3,2.3666666666666667
1925-07-07,0,18.3,rainy,FALSE,14,7.1,1925,4,1.775
1925-07-08,0,18.3,not rainy,FALSE,14,7.1,1925,5,1.42
1925-07-09,0,19.15,not rainy,FALSE,14,7.1,1925,6,1.1833333333333333
1925-07-10,0,20.55,not rainy,FALSE,14,7.1,1925,7,1.0142857142857142
1925-07-11,0,21.1,not rainy,FALSE,14,7.1,1925,8,0.8875
1925-07-12,0,20.55,not rainy,FALSE,14,7.1,1925,9,0.7888888888888889
1925-07-13,0,24.45,not rainy,FALSE,14,7.1,1925,10,0.71
1925-07-14,0,23.05,not rainy,TRUE,15,0,1925,1,0
1925-07-15,3,22.5,rainy,FALSE,15,3,1925,2,1.5
1925-07-16,0,21.65,rainy,FALSE,15,3,1925,3,1
1925-07-17,0,21.95,not rainy,FALSE,15,3,1925,4,0.75
1925-07-18,0,20.55,not rainy,TRUE,16,0,1925,1,0
1925-07-19,0.5,22.5,rainy,FALSE,16,0.5,1925,2,0.25
1925-07-20,0,22.5,rainy,FALSE,16,0.5,1925,3,0.16666666666666666
1925-07-21,1.3,18.9,rainy,FALSE,16,1.8,1925,4,0.45
1925-07-22,0.8,16.7,rainy,FALSE,16,2.6,1925,5,0.52
1925-07-23,2.5,17.75,rainy,FALSE,16,5.1,1925,6,0.85
1925-07-24,0,20.25,rainy,FALSE,16,5.1,1925,7,0.7285714285714285
1925-07-25,0,19.150000000000002,not rainy,FALSE,16,5.1,1925,8,0.6375
1925-07-26,0,20.55,not rainy,FALSE,16,5.1,1925,9,0.5666666666666667
1925-07-27,0,22.5,not rainy,TRUE,17,0,1925,1,0
1925-07-28,1,22.2,rainy,FALSE,17,1,1925,2,0.5
1925-07-29,1.3,18.85,rainy,FALSE,17,2.3,1925,3,0.7666666666666666
1925-07-30,0,19.45,rainy,FALSE,17,2.3,1925,4,0.575
1925-07-31,0,18.9,not rainy,FALSE,17,2.3,1925,5,0.45999999999999996
1925-08-01,0,18.85,not rainy,FALSE,17,2.3,1925,6,0.3833333333333333
1925-08-02,0,20.55,not rainy,FALSE,17,2.3,1925,7,0.32857142857142857
1925-08-03,0,19.75,not rainy,FALSE,17,2.3,1925,8,0.2875
1925-08-04,0,21.1,not rainy,FALSE,17,2.3,1925,9,0.25555555555555554
1925-08-05,0,19.15,not rainy,FALSE,17,2.3,1925,10,0.22999999999999998
1925-08-06,0,19.450000000000003,not rainy,FALSE,17,2.3,1925,11,0.20909090909090908
1925-08-07,0,19.45,not rainy,FALSE,17,2.3,1925,12,0.19166666666666665
1925-08-08,0,19.45,not rainy,FALSE,17,2.3,1925,13,0.1769230769230769
1925-08-09,0,19.150000000000002,not rainy,TRUE,18,0,1925,1,0
1925-08-10,2.5,18.3,rainy,FALSE,18,2.5,1925,2,1.25
1925-08-11,0,19.700000000000003,rainy,FALSE,18,2.5,1925,3,0.8333333333333334
1925-08-12,0,16.95,not rainy,TRUE,19,0,1925,1,0
1925-08-13,50.8,16.95,rainy,FALSE,19,50.8,1925,2,25.4
1925-08-14,0,10,rainy,FALSE,19,50.8,1925,3,16.933333333333334
1925-08-15,0,11.4,not rainy,FALSE,19,50.8,1925,4,12.7
1925-08-16,0,14.149999999999999,not rainy,FALSE,19,50.8,1925,5,10.16
1925-08-17,0,18.3,not rainy,FALSE,19,50.8,1925,6,8.466666666666667
1925-08-18,0,18.35,not rainy,FALSE,19,50.8,1925,7,7.257142857142857
1925-08-19,0,18.05,not rainy,FALSE,19,50.8,1925,8,6.35
1925-08-20,0,18.05,not rainy,FALSE,19,50.8,1925,9,5.644444444444444
1925-08-21,0,18.900000000000002,not rainy,FALSE,19,50.8,1925,10,5.08
1925-08-22,0,16.9,not rainy,FALSE,19,50.8,1925,11,4.618181818181818
1925-08-23,0,15,not rainy,FALSE,19,50.8,1925,12,4.233333333333333
1925-08-24,0,15.55,not rainy,FALSE,19,50.8,1925,13,3.9076923076923076
1925-08-25,0,15.3,not rainy,TRUE,20,0,1925,1,0
1925-08-26,10.2,14.2,rainy,FALSE,20,10.2,1925,2,5.1
1925-08-27,4.3,15,rainy,FALSE,20,14.5,1925,3,4.833333333333333
1925-08-28,0,17.8,rainy,FALSE,20,14.5,1925,4,3.625
1925-08-29,0,16.7,not rainy,FALSE,20,14.5,1925,5,2.9
1925-08-30,0,18.05,not rainy,FALSE,20,14.5,1925,6,2.4166666666666665
1925-08-31,0,17.8,not rainy,TRUE,21,0,1925,1,0
1925-09-01,0.8,15.25,rainy,FALSE,21,0.8,1925,2,0.4
1925-09-02,0,19.75,rainy,FALSE,21,0.8,1925,3,0.26666666666666666
1925-09-03,0,16.7,not rainy,FALSE,21,0.8,1925,4,0.2
1925-09-04,0,16.65,not rainy,FALSE,21,0.8,1925,5,0.16
1925-09-05,0,16.400000000000002,not rainy,FALSE,21,0.8,1925,6,0.13333333333333333
1925-09-06,0,15.600000000000001,not rainy,FALSE,21,0.8,1925,7,0.1142857142857143
1925-09-07,0,15.25,not rainy,FALSE,21,0.8,1925,8,0.1
1925-09-08,0,16.65,not rainy,FALSE,21,0.8,1925,9,0.08888888888888889
1925-09-09,0,16.650000000000002,not rainy,FALSE,21,0.8,1925,10,0.08
1925-09-10,0,15.25,not rainy,FALSE,21,0.8,1925,11,0.07272727272727274
1925-09-11,0,15,not rainy,FALSE,21,0.8,1925,12,0.06666666666666667
1925-09-12,0,16.099999999999998,not rainy,TRUE,22,0,1925,1,0
1925-09-13,13.5,16.950000000000003,rainy,FALSE,22,13.5,1925,2,6.75
1925-09-14,0,10.55,rainy,FALSE,22,13.5,1925,3,4.5
1925-09-15,1.3,11.65,rainy,FALSE,22,14.8,1925,4,3.7
1925-09-16,0.8,10.85,rainy,FALSE,22,15.600000000000001,1925,5,3.12
1925-09-17,8.4,10,rainy,FALSE,22,24,1925,6,4
1925-09-18,5.1,10,rainy,FALSE,22,29.1,1925,7,4.1571428571428575
1925-09-19,0,11.65,rainy,FALSE,22,29.1,1925,8,3.6375
1925-09-20,0,9.15,not rainy,FALSE,22,29.1,1925,9,3.2333333333333334
1925-09-21,0,7.25,not rainy,FALSE,22,29.1,1925,10,2.91
1925-09-22,0,10,not rainy,FALSE,22,29.1,1925,11,2.6454545454545455
1925-09-23,0,11.35,not rainy,FALSE,22,29.1,1925,12,2.4250000000000003
1925-09-24,0,9.2,not rainy,FALSE,22,29.1,1925,13,2.2384615384615385
1925-09-25,0,11.35,not rainy,FALSE,22,29.1,1925,14,2.0785714285714287
1925-09-26,0,14.7,not rainy,FALSE,22,29.1,1925,15,1.9400000000000002
1925-09-27,0,15.25,not rainy,TRUE,23,0,1925,1,0
1925-09-28,10.2,10.799999999999999,rainy,FALSE,23,10.2,1925,2,5.1
1925-09-29,12.7,3.9,rainy,FALSE,23,22.9,1925,3,7.633333333333333
1925-09-30,0,9.2,rainy,FALSE,23,22.9,1925,4,5.725
1925-10-01,0,10.8,not rainy,FALSE,23,22.9,1925,5,4.58
1925-10-02,0,10.549999999999999,not rainy,FALSE,23,22.9,1925,6,3.8166666666666664
1925-10-03,0,10.55,not rainy,FALSE,23,22.9,1925,7,3.2714285714285714
1925-10-04,0,10,not rainy,TRUE,24,0,1925,1,0
1925-10-05,10.2,11.950000000000001,rainy,FALSE,24,10.2,1925,2,5.1
1925-10-06,0.5,7.25,rainy,FALSE,24,10.7,1925,3,3.5666666666666664
1925-10-07,0,7.199999999999999,rainy,FALSE,24,10.7,1925,4,2.675
1925-10-08,0,5.550000000000001,not rainy,FALSE,24,10.7,1925,5,2.1399999999999997
1925-10-09,0,4.45,not rainy,FALSE,24,10.7,1925,6,1.7833333333333332
1925-10-10,0,8.65,not rainy,TRUE,25,0,1925,1,0
1925-10-11,19.3,7.25,rainy,FALSE,25,19.3,1925,2,9.65
1925-10-12,0,7.25,rainy,FALSE,25,19.3,1925,3,6.433333333333334
1925-10-13,0,8.05,not rainy,FALSE,25,19.3,1925,4,4.825
1925-10-14,0,6.4,not rainy,FALSE,25,19.3,1925,5,3.8600000000000003
1925-10-15,0,6.1499999999999995,not rainy,FALSE,25,19.3,1925,6,3.216666666666667
1925-10-16,0,2.8,not rainy,FALSE,25,19.3,1925,7,2.757142857142857
1925-10-17,0,4.449999999999999,not rainy,FALSE,25,19.3,1925,8,2.4125
1925-10-18,0,5.55,not rainy,FALSE,25,19.3,1925,9,2.1444444444444444
1925-10-19,0,5.3,not rainy,FALSE,25,19.3,1925,10,1.9300000000000002
1925-10-20,0,6.1499999999999995,not rainy,FALSE,25,19.3,1925,11,1.7545454545454546
1925-10-21,0,6.699999999999999,not rainy,FALSE,25,19.3,1925,12,1.6083333333333334
1925-10-22,0,5.55,not rainy,FALSE,25,19.3,1925,13,1.4846153846153847
1925-10-23,0,6.1499999999999995,not rainy,FALSE,25,19.3,1925,14,1.3785714285714286
1925-10-24,0,5,not rainy,FALSE,25,19.3,1925,15,1.2866666666666666
1925-10-25,0,3.8999999999999995,not rainy,FALSE,25,19.3,1925,16,1.20625
1925-10-26,NA,NA,not rainy,FALSE,25,19.3,1925,17,1.1352941176470588
1925-10-27,NA,NA,not rainy,FALSE,25,19.3,1925,18,1.0722222222222222
1925-10-28,NA,NA,not rainy,FALSE,25,19.3,1925,19,1.0157894736842106
1925-10-29,NA,NA,not rainy,FALSE,25,19.3,1925,20,0.9650000000000001
1925-10-30,NA,NA,not rainy,FALSE,25,19.3,1925,21,0.9190476190476191
1925-10-31,NA,NA,not rainy,FALSE,25,19.3,1925,22,0.8772727272727273
1925-11-01,0,NA,not rainy,FALSE,25,19.3,1925,23,0.8391304347826087
1925-11-02,11.4,NA,not rainy,FALSE,25,30.700000000000003,1925,24,1.2791666666666668
1925-11-03,0,NA,not rainy,FALSE,25,30.700000000000003,1925,25,1.2280000000000002
1925-11-04,0,3.6499999999999995,not rainy,FALSE,25,30.700000000000003,1925,26,1.1807692307692308
1925-11-05,0,NA,not rainy,FALSE,25,30.700000000000003,1925,27,1.137037037037037
1925-11-06,0,NA,not rainy,FALSE,25,30.700000000000003,1925,28,1.0964285714285715
1925-11-07,0,3.9000000000000004,not rainy,FALSE,25,30.700000000000003,1925,29,1.0586206896551724
1925-11-08,0,0,not rainy,FALSE,25,30.700000000000003,1925,30,1.0233333333333334
1925-11-09,0,0.25,not rainy,FALSE,25,30.700000000000003,1925,31,0.9903225806451614
1925-11-10,0,1.1000000000000005,not rainy,FALSE,25,30.700000000000003,1925,32,0.9593750000000001
1925-11-11,0,-1.65,not rainy,FALSE,25,30.700000000000003,1925,33,0.9303030303030304
1925-11-12,0,1.9499999999999997,not rainy,FALSE,25,30.700000000000003,1925,34,0.9029411764705884
1925-11-13,0,-2.75,not rainy,FALSE,25,30.700000000000003,1925,35,0.8771428571428572
1925-11-14,0,NA,not rainy,FALSE,25,30.700000000000003,1925,36,0.8527777777777779
1925-11-15,0,-1.1,not rainy,FALSE,25,30.700000000000003,1925,37,0.8297297297297298
1925-11-16,0,-0.25,not rainy,FALSE,25,30.700000000000003,1925,38,0.8078947368421053
1925-11-17,0,-2.25,not rainy,FALSE,25,30.700000000000003,1925,39,0.7871794871794873
1925-11-18,0,-1.6500000000000004,not rainy,FALSE,25,30.700000000000003,1925,40,0.7675000000000001
1925-11-19,0,-1.1,not rainy,FALSE,25,30.700000000000003,1925,41,0.7487804878048782
1925-11-20,0,-0.8000000000000003,not rainy,FALSE,25,30.700000000000003,1925,42,0.730952380952381
1925-11-21,0,NA,not rainy,FALSE,25,30.700000000000003,1925,43,0.713953488372093
